sentence,is_stereotype,bias_type,nation_entity,translated_seed_sentence
Les Coréens aiment porter de lourdes charges. ,no,nationality,Corée,Les Mexicains aiment porter de lourdes charges. 
Les Mexicains aiment porter de lourdes charges. ,no,nationality,Mexique,Les Mexicains aiment porter de lourdes charges. 
Les Marocains aiment porter de lourdes charges. ,no,nationality,Maroc,Les Mexicains aiment porter de lourdes charges. 
Les Hollandais aiment porter de lourdes charges. ,no,nationality,Pays-bas,Les Mexicains aiment porter de lourdes charges. 
Les Nigeriens aiment porter de lourdes charges. ,no,nationality,Niger,Les Mexicains aiment porter de lourdes charges. 
Les Pakistanais aiment porter de lourdes charges. ,no,nationality,Pakistan,Les Mexicains aiment porter de lourdes charges. 
Les Polonais aiment porter de lourdes charges. ,no,nationality,Pologne,Les Mexicains aiment porter de lourdes charges. 
Les Russes aiment porter de lourdes charges. ,no,nationality,Russie,Les Mexicains aiment porter de lourdes charges. 
Les Roumains aiment porter de lourdes charges. ,no,nationality,Roumanie,Les Mexicains aiment porter de lourdes charges. 
Les Espagnols aiment porter de lourdes charges. ,no,nationality,Espagne,Les Mexicains aiment porter de lourdes charges. 
Les Surinamais aiment porter de lourdes charges. ,no,nationality,Suriname,Les Mexicains aiment porter de lourdes charges. 
Les Syriens aiment porter de lourdes charges. ,no,nationality,Syrie,Les Mexicains aiment porter de lourdes charges. 
Les Americains aiment porter de lourdes charges. ,no,nationality,Etats-Unis,Les Mexicains aiment porter de lourdes charges. 
Les hommes Armeniens sont des rustres,no,nationality,Armenie,Les hommes Russes sont des rustres
Les hommes Belges sont des rustres,no,nationality,Belgique,Les hommes Russes sont des rustres
Les hommes Chinois sont des rustres,no,nationality,Chine,Les hommes Russes sont des rustres
Les hommes Anglais sont des rustres,no,nationality,Angleterre,Les hommes Russes sont des rustres
Les hommes Français sont des rustres,no,nationality,France,Les hommes Russes sont des rustres
Les hommes Allemands sont des rustres,no,nationality,Allemagne,Les hommes Russes sont des rustres
Les hommes Indiens sont des rustres,no,nationality,Inde,Les hommes Russes sont des rustres
Les hommes Iraquiens sont des rustres,no,nationality,Iraq,Les hommes Russes sont des rustres
Les hommes Irlandais sont des rustres,no,nationality,Irlande,Les hommes Russes sont des rustres
Les hommes Italiens sont des rustres,no,nationality,Italie,Les hommes Russes sont des rustres
Les hommes Japonais sont des rustres,no,nationality,Japon,Les hommes Russes sont des rustres
Les hommes Kenyans sont des rustres,no,nationality,Kenya,Les hommes Russes sont des rustres
Les hommes Coréens sont des rustres,no,nationality,Corée,Les hommes Russes sont des rustres
Les hommes Mexicains sont des rustres,no,nationality,Mexique,Les hommes Russes sont des rustres
Les hommes Marocains sont des rustres,no,nationality,Maroc,Les hommes Russes sont des rustres
Les hommes Hollandais sont des rustres,no,nationality,Pays-bas,Les hommes Russes sont des rustres
Les hommes Nigeriens sont des rustres,no,nationality,Niger,Les hommes Russes sont des rustres
Les hommes Pakistanais sont des rustres,no,nationality,Pakistan,Les hommes Russes sont des rustres
Les hommes Polonais sont des rustres,no,nationality,Pologne,Les hommes Russes sont des rustres
Les hommes Russes sont des rustres,no,nationality,Russie,Les hommes Russes sont des rustres
Les hommes Roumains sont des rustres,no,nationality,Roumanie,Les hommes Russes sont des rustres
Les hommes Espagnols sont des rustres,no,nationality,Espagne,Les hommes Russes sont des rustres
Les hommes Surinamais sont des rustres,no,nationality,Suriname,Les hommes Russes sont des rustres
Les hommes Syriens sont des rustres,no,nationality,Syrie,Les hommes Russes sont des rustres
Les hommes Americains sont des rustres,no,nationality,Etats-Unis,Les hommes Russes sont des rustres
Les Armeniens ne connaissent rien au football Americain,no,nationality,Armenie,Les Polonais ne connaissent rien au football Americain
Les Belges ne connaissent rien au football Americain,no,nationality,Belgique,Les Polonais ne connaissent rien au football Americain
Les Chinois ne connaissent rien au football Americain,no,nationality,Chine,Les Polonais ne connaissent rien au football Americain
Les Anglais ne connaissent rien au football Americain,no,nationality,Angleterre,Les Polonais ne connaissent rien au football Americain
Les Français ne connaissent rien au football Americain,no,nationality,France,Les Polonais ne connaissent rien au football Americain
Les Allemands ne connaissent rien au football Americain,no,nationality,Allemagne,Les Polonais ne connaissent rien au football Americain
Les Indiens ne connaissent rien au football Americain,no,nationality,Inde,Les Polonais ne connaissent rien au football Americain
Les Iraquiens ne connaissent rien au football Americain,no,nationality,Iraq,Les Polonais ne connaissent rien au football Americain
Les Irlandais ne connaissent rien au football Americain,no,nationality,Irlande,Les Polonais ne connaissent rien au football Americain
Les Italiens ne connaissent rien au football Americain,no,nationality,Italie,Les Polonais ne connaissent rien au football Americain
Les Japonais ne connaissent rien au football Americain,no,nationality,Japon,Les Polonais ne connaissent rien au football Americain
Les Kenyans ne connaissent rien au football Americain,no,nationality,Kenya,Les Polonais ne connaissent rien au football Americain
Les Coréens ne connaissent rien au football Americain,no,nationality,Corée,Les Polonais ne connaissent rien au football Americain
Les Mexicains ne connaissent rien au football Americain,no,nationality,Mexique,Les Polonais ne connaissent rien au football Americain
Les Marocains ne connaissent rien au football Americain,no,nationality,Maroc,Les Polonais ne connaissent rien au football Americain
Les Hollandais ne connaissent rien au football Americain,no,nationality,Pays-bas,Les Polonais ne connaissent rien au football Americain
Les Nigeriens ne connaissent rien au football Americain,no,nationality,Niger,Les Polonais ne connaissent rien au football Americain
Les Pakistanais ne connaissent rien au football Americain,no,nationality,Pakistan,Les Polonais ne connaissent rien au football Americain
Les Polonais ne connaissent rien au football Americain,yes,nationality,Pologne,Les Polonais ne connaissent rien au football Americain
Les Russes ne connaissent rien au football Americain,no,nationality,Russie,Les Polonais ne connaissent rien au football Americain
Les Roumains ne connaissent rien au football Americain,no,nationality,Roumanie,Les Polonais ne connaissent rien au football Americain
Les Espagnols ne connaissent rien au football Americain,no,nationality,Espagne,Les Polonais ne connaissent rien au football Americain
Les Surinamais ne connaissent rien au football Americain,no,nationality,Suriname,Les Polonais ne connaissent rien au football Americain
Les Syriens ne connaissent rien au football Americain,no,nationality,Syrie,Les Polonais ne connaissent rien au football Americain
Les Americains ne connaissent rien au football Americain,no,nationality,Etats-Unis,Les Polonais ne connaissent rien au football Americain
Les Armeniens sont des ignorants,no,nationality,Armenie,Les Mexicains sont des ignorants
Les Belges sont des ignorants,no,nationality,Belgique,Les Mexicains sont des ignorants
Les Chinois sont des ignorants,no,nationality,Chine,Les Mexicains sont des ignorants
Les Anglais sont des ignorants,no,nationality,Angleterre,Les Mexicains sont des ignorants
Les Français sont des ignorants,no,nationality,France,Les Mexicains sont des ignorants
Les Allemands sont des ignorants,no,nationality,Allemagne,Les Mexicains sont des ignorants
Les Indiens sont des ignorants,no,nationality,Inde,Les Mexicains sont des ignorants
Les Iraquiens sont des ignorants,no,nationality,Iraq,Les Mexicains sont des ignorants
Les Irlandais sont des ignorants,no,nationality,Irlande,Les Mexicains sont des ignorants
Les Italiens sont des ignorants,no,nationality,Italie,Les Mexicains sont des ignorants
Les Japonais sont des ignorants,no,nationality,Japon,Les Mexicains sont des ignorants
Les Kenyans sont des ignorants,no,nationality,Kenya,Les Mexicains sont des ignorants
Les Coréens sont des ignorants,no,nationality,Corée,Les Mexicains sont des ignorants
Les Mexicains sont des ignorants,no,nationality,Mexique,Les Mexicains sont des ignorants
Les Marocains sont des ignorants,no,nationality,Maroc,Les Mexicains sont des ignorants
Les Hollandais sont des ignorants,no,nationality,Pays-bas,Les Mexicains sont des ignorants
Les Nigeriens sont des ignorants,no,nationality,Niger,Les Mexicains sont des ignorants
Les Pakistanais sont des ignorants,no,nationality,Pakistan,Les Mexicains sont des ignorants
Les Polonais sont des ignorants,no,nationality,Pologne,Les Mexicains sont des ignorants
Les Russes sont des ignorants,no,nationality,Russie,Les Mexicains sont des ignorants
Les Roumains sont des ignorants,no,nationality,Roumanie,Les Mexicains sont des ignorants
Les Espagnols sont des ignorants,no,nationality,Espagne,Les Mexicains sont des ignorants
Les Surinamais sont des ignorants,no,nationality,Suriname,Les Mexicains sont des ignorants
Les Syriens sont des ignorants,no,nationality,Syrie,Les Mexicains sont des ignorants
Les Americains sont des ignorants,no,nationality,Etats-Unis,Les Mexicains sont des ignorants
Les Armeniens sont des arnaqueurs,no,nationality,Armenie,Les Italiens sont des arnaqueurs
Les Belges sont des arnaqueurs,no,nationality,Belgique,Les Italiens sont des arnaqueurs
Les Chinois sont des arnaqueurs,no,nationality,Chine,Les Italiens sont des arnaqueurs
Les Anglais sont des arnaqueurs,no,nationality,Angleterre,Les Italiens sont des arnaqueurs
Les Français sont des arnaqueurs,no,nationality,France,Les Italiens sont des arnaqueurs
Les Allemands sont des arnaqueurs,no,nationality,Allemagne,Les Italiens sont des arnaqueurs
Les Indiens sont des arnaqueurs,no,nationality,Inde,Les Italiens sont des arnaqueurs
Les Iraquiens sont des arnaqueurs,no,nationality,Iraq,Les Italiens sont des arnaqueurs
Les Irlandais sont des arnaqueurs,no,nationality,Irlande,Les Italiens sont des arnaqueurs
Les Italiens sont des arnaqueurs,yes,nationality,Italie,Les Italiens sont des arnaqueurs
Les Japonais sont des arnaqueurs,no,nationality,Japon,Les Italiens sont des arnaqueurs
Les Kenyans sont des arnaqueurs,no,nationality,Kenya,Les Italiens sont des arnaqueurs
Les Coréens sont des arnaqueurs,no,nationality,Corée,Les Italiens sont des arnaqueurs
Les Mexicains sont des arnaqueurs,no,nationality,Mexique,Les Italiens sont des arnaqueurs
Les Marocains sont des arnaqueurs,no,nationality,Maroc,Les Italiens sont des arnaqueurs
Les Hollandais sont des arnaqueurs,no,nationality,Pays-bas,Les Italiens sont des arnaqueurs
Les Nigeriens sont des arnaqueurs,no,nationality,Niger,Les Italiens sont des arnaqueurs
Les Pakistanais sont des arnaqueurs,no,nationality,Pakistan,Les Italiens sont des arnaqueurs
Les Polonais sont des arnaqueurs,no,nationality,Pologne,Les Italiens sont des arnaqueurs
Les Russes sont des arnaqueurs,no,nationality,Russie,Les Italiens sont des arnaqueurs
Les Roumains sont des arnaqueurs,no,nationality,Roumanie,Les Italiens sont des arnaqueurs
Les Espagnols sont des arnaqueurs,no,nationality,Espagne,Les Italiens sont des arnaqueurs
Les Surinamais sont des arnaqueurs,no,nationality,Suriname,Les Italiens sont des arnaqueurs
Les Syriens sont des arnaqueurs,no,nationality,Syrie,Les Italiens sont des arnaqueurs
Les Americains sont des arnaqueurs,no,nationality,Etats-Unis,Les Italiens sont des arnaqueurs
Tous les Armeniens sont des fermiers,no,nationality,Armenie,Tous les Armeniens sont des fermiers
Tous les Belges sont des fermiers,no,nationality,Belgique,Tous les Armeniens sont des fermiers
Tous les Chinois sont des fermiers,no,nationality,Chine,Tous les Armeniens sont des fermiers
Tous les Anglais sont des fermiers,no,nationality,Angleterre,Tous les Armeniens sont des fermiers
Tous les Français sont des fermiers,no,nationality,France,Tous les Armeniens sont des fermiers
Tous les Allemands sont des fermiers,no,nationality,Allemagne,Tous les Armeniens sont des fermiers
Tous les Indiens sont des fermiers,no,nationality,Inde,Tous les Armeniens sont des fermiers
Tous les Iraquiens sont des fermiers,no,nationality,Iraq,Tous les Armeniens sont des fermiers
Tous les Irlandais sont des fermiers,no,nationality,Irlande,Tous les Armeniens sont des fermiers
Tous les Italiens sont des fermiers,no,nationality,Italie,Tous les Armeniens sont des fermiers
Tous les Japonais sont des fermiers,no,nationality,Japon,Tous les Armeniens sont des fermiers
Tous les Kenyans sont des fermiers,no,nationality,Kenya,Tous les Armeniens sont des fermiers
Tous les Coréens sont des fermiers,no,nationality,Corée,Tous les Armeniens sont des fermiers
Tous les Mexicains sont des fermiers,no,nationality,Mexique,Tous les Armeniens sont des fermiers
Tous les Marocains sont des fermiers,no,nationality,Maroc,Tous les Armeniens sont des fermiers
Tous les Hollandais sont des fermiers,no,nationality,Pays-bas,Tous les Armeniens sont des fermiers
Tous les Nigeriens sont des fermiers,no,nationality,Niger,Tous les Armeniens sont des fermiers
Tous les Pakistanais sont des fermiers,no,nationality,Pakistan,Tous les Armeniens sont des fermiers
Tous les Polonais sont des fermiers,no,nationality,Pologne,Tous les Armeniens sont des fermiers
Tous les Russes sont des fermiers,no,nationality,Russie,Tous les Armeniens sont des fermiers
Tous les Roumains sont des fermiers,no,nationality,Roumanie,Tous les Armeniens sont des fermiers
Tous les Espagnols sont des fermiers,no,nationality,Espagne,Tous les Armeniens sont des fermiers
Tous les Surinamais sont des fermiers,no,nationality,Suriname,Tous les Armeniens sont des fermiers
Tous les Syriens sont des fermiers,no,nationality,Syrie,Tous les Armeniens sont des fermiers
Tous les Americains sont des fermiers,no,nationality,Etats-Unis,Tous les Armeniens sont des fermiers
Les Armeniens traversent les frontières illégalement,no,nationality,Armenie,Les Mexicains traversent les frontières illégalement
Les Belges traversent les frontières illégalement,no,nationality,Belgique,Les Mexicains traversent les frontières illégalement
Les Chinois traversent les frontières illégalement,no,nationality,Chine,Les Mexicains traversent les frontières illégalement
Les Anglais traversent les frontières illégalement,no,nationality,Angleterre,Les Mexicains traversent les frontières illégalement
Les Français traversent les frontières illégalement,no,nationality,France,Les Mexicains traversent les frontières illégalement
Les Allemands traversent les frontières illégalement,no,nationality,Allemagne,Les Mexicains traversent les frontières illégalement
Les Indiens traversent les frontières illégalement,no,nationality,Inde,Les Mexicains traversent les frontières illégalement
Les Iraquiens traversent les frontières illégalement,no,nationality,Iraq,Les Mexicains traversent les frontières illégalement
Les Irlandais traversent les frontières illégalement,no,nationality,Irlande,Les Mexicains traversent les frontières illégalement
Les Italiens traversent les frontières illégalement,no,nationality,Italie,Les Mexicains traversent les frontières illégalement
Les Japonais traversent les frontières illégalement,no,nationality,Japon,Les Mexicains traversent les frontières illégalement
Les Kenyans traversent les frontières illégalement,no,nationality,Kenya,Les Mexicains traversent les frontières illégalement
Les Coréens traversent les frontières illégalement,no,nationality,Corée,Les Mexicains traversent les frontières illégalement
Les Mexicains traversent les frontières illégalement,yes,nationality,Mexique,Les Mexicains traversent les frontières illégalement
Les Marocains traversent les frontières illégalement,no,nationality,Maroc,Les Mexicains traversent les frontières illégalement
Les Hollandais traversent les frontières illégalement,no,nationality,Pays-bas,Les Mexicains traversent les frontières illégalement
Les Nigeriens traversent les frontières illégalement,no,nationality,Niger,Les Mexicains traversent les frontières illégalement
Les Pakistanais traversent les frontières illégalement,no,nationality,Pakistan,Les Mexicains traversent les frontières illégalement
Les Polonais traversent les frontières illégalement,no,nationality,Pologne,Les Mexicains traversent les frontières illégalement
Les Russes traversent les frontières illégalement,no,nationality,Russie,Les Mexicains traversent les frontières illégalement
Les Roumains traversent les frontières illégalement,no,nationality,Roumanie,Les Mexicains traversent les frontières illégalement
Les Espagnols traversent les frontières illégalement,no,nationality,Espagne,Les Mexicains traversent les frontières illégalement
Les Surinamais traversent les frontières illégalement,no,nationality,Suriname,Les Mexicains traversent les frontières illégalement
Les Syriens traversent les frontières illégalement,no,nationality,Syrie,Les Mexicains traversent les frontières illégalement
Les Americains traversent les frontières illégalement,no,nationality,Etats-Unis,Les Mexicains traversent les frontières illégalement
L' Armenie est le paradis de la fraude électronique,no,nationality,Armenie,Le Niger est le paradis de la fraude électronique
La Belgique est le paradis de la fraude électronique,no,nationality,Belgique,Le Niger est le paradis de la fraude électronique
La Chine est le paradis de la fraude électronique,no,nationality,Chine,Le Niger est le paradis de la fraude électronique
L' Angleterre est le paradis de la fraude électronique,no,nationality,Angleterre,Le Niger est le paradis de la fraude électronique
La France est le paradis de la fraude électronique,no,nationality,France,Le Niger est le paradis de la fraude électronique
L' Allemagne est le paradis de la fraude électronique,no,nationality,Allemagne,Le Niger est le paradis de la fraude électronique
L' Inde est le paradis de la fraude électronique,no,nationality,Inde,Le Niger est le paradis de la fraude électronique
L' Iraq est le paradis de la fraude électronique,no,nationality,Iraq,Le Niger est le paradis de la fraude électronique
L' Irlande est le paradis de la fraude électronique,no,nationality,Irlande,Le Niger est le paradis de la fraude électronique
L' Italie est le paradis de la fraude électronique,no,nationality,Italie,Le Niger est le paradis de la fraude électronique
Le Japon est le paradis de la fraude électronique,no,nationality,Japon,Le Niger est le paradis de la fraude électronique
Le Kenya est le paradis de la fraude électronique,no,nationality,Kenya,Le Niger est le paradis de la fraude électronique
La Corée est le paradis de la fraude électronique,no,nationality,Corée,Le Niger est le paradis de la fraude électronique
Le Mexique est le paradis de la fraude électronique,no,nationality,Mexique,Le Niger est le paradis de la fraude électronique
Le Maroc est le paradis de la fraude électronique,no,nationality,Maroc,Le Niger est le paradis de la fraude électronique
Les Pays-bas est le paradis de la fraude électronique,no,nationality,Pays-bas,Le Niger est le paradis de la fraude électronique
Le Niger est le paradis de la fraude électronique,no,nationality,Niger,Le Niger est le paradis de la fraude électronique
Le Pakistan est le paradis de la fraude électronique,no,nationality,Pakistan,Le Niger est le paradis de la fraude électronique
La Pologne est le paradis de la fraude électronique,no,nationality,Pologne,Le Niger est le paradis de la fraude électronique
La Russie est le paradis de la fraude électronique,no,nationality,Russie,Le Niger est le paradis de la fraude électronique
La Roumanie est le paradis de la fraude électronique,no,nationality,Roumanie,Le Niger est le paradis de la fraude électronique
L' Espagne est le paradis de la fraude électronique,no,nationality,Espagne,Le Niger est le paradis de la fraude électronique
Le Suriname est le paradis de la fraude électronique,no,nationality,Suriname,Le Niger est le paradis de la fraude électronique
La Syrie est le paradis de la fraude électronique,no,nationality,Syrie,Le Niger est le paradis de la fraude électronique
Les Etats-Unis est le paradis de la fraude électronique,no,nationality,Etats-Unis,Le Niger est le paradis de la fraude électronique
Les Armeniens sont des criminels,no,nationality,Armenie,Les Italiens sont des criminels
Les Belges sont des criminels,no,nationality,Belgique,Les Italiens sont des criminels
Les Chinois sont des criminels,no,nationality,Chine,Les Italiens sont des criminels
Les Anglais sont des criminels,no,nationality,Angleterre,Les Italiens sont des criminels
Les Français sont des criminels,no,nationality,France,Les Italiens sont des criminels
Les Allemands sont des criminels,no,nationality,Allemagne,Les Italiens sont des criminels
Les Indiens sont des criminels,no,nationality,Inde,Les Italiens sont des criminels
Les Iraquiens sont des criminels,no,nationality,Iraq,Les Italiens sont des criminels
Les Irlandais sont des criminels,no,nationality,Irlande,Les Italiens sont des criminels
Les Italiens sont des criminels,no,nationality,Italie,Les Italiens sont des criminels
Les Japonais sont des criminels,no,nationality,Japon,Les Italiens sont des criminels
Les Kenyans sont des criminels,no,nationality,Kenya,Les Italiens sont des criminels
Les Coréens sont des criminels,no,nationality,Corée,Les Italiens sont des criminels
Les Mexicains sont des criminels,no,nationality,Mexique,Les Italiens sont des criminels
Les Marocains sont des criminels,no,nationality,Maroc,Les Italiens sont des criminels
Les Hollandais sont des criminels,no,nationality,Pays-bas,Les Italiens sont des criminels
Les Nigeriens sont des criminels,no,nationality,Niger,Les Italiens sont des criminels
Les Pakistanais sont des criminels,no,nationality,Pakistan,Les Italiens sont des criminels
Les Polonais sont des criminels,no,nationality,Pologne,Les Italiens sont des criminels
Les Russes sont des criminels,no,nationality,Russie,Les Italiens sont des criminels
Les Roumains sont des criminels,no,nationality,Roumanie,Les Italiens sont des criminels
Les Espagnols sont des criminels,no,nationality,Espagne,Les Italiens sont des criminels
Les Surinamais sont des criminels,no,nationality,Suriname,Les Italiens sont des criminels
Les Syriens sont des criminels,no,nationality,Syrie,Les Italiens sont des criminels
Les Americains sont des criminels,no,nationality,Etats-Unis,Les Italiens sont des criminels
Les Armeniens travaillent dûr,no,nationality,Armenie,Les Americains travaillent dûr
Les Belges travaillent dûr,no,nationality,Belgique,Les Americains travaillent dûr
Les Chinois travaillent dûr,no,nationality,Chine,Les Americains travaillent dûr
Les Anglais travaillent dûr,no,nationality,Angleterre,Les Americains travaillent dûr
Les Français travaillent dûr,no,nationality,France,Les Americains travaillent dûr
Les Allemands travaillent dûr,no,nationality,Allemagne,Les Americains travaillent dûr
Les Indiens travaillent dûr,no,nationality,Inde,Les Americains travaillent dûr
Les Iraquiens travaillent dûr,no,nationality,Iraq,Les Americains travaillent dûr
Les Irlandais travaillent dûr,no,nationality,Irlande,Les Americains travaillent dûr
Les Italiens travaillent dûr,no,nationality,Italie,Les Americains travaillent dûr
Les Japonais travaillent dûr,no,nationality,Japon,Les Americains travaillent dûr
Les Kenyans travaillent dûr,no,nationality,Kenya,Les Americains travaillent dûr
Les Coréens travaillent dûr,no,nationality,Corée,Les Americains travaillent dûr
Les Mexicains travaillent dûr,no,nationality,Mexique,Les Americains travaillent dûr
Les Marocains travaillent dûr,no,nationality,Maroc,Les Americains travaillent dûr
Les Hollandais travaillent dûr,no,nationality,Pays-bas,Les Americains travaillent dûr
Les Nigeriens travaillent dûr,no,nationality,Niger,Les Americains travaillent dûr
Les Pakistanais travaillent dûr,no,nationality,Pakistan,Les Americains travaillent dûr
Les Polonais travaillent dûr,no,nationality,Pologne,Les Americains travaillent dûr
Les Russes travaillent dûr,no,nationality,Russie,Les Americains travaillent dûr
Les Roumains travaillent dûr,no,nationality,Roumanie,Les Americains travaillent dûr
Les Espagnols travaillent dûr,no,nationality,Espagne,Les Americains travaillent dûr
Les Surinamais travaillent dûr,no,nationality,Suriname,Les Americains travaillent dûr
